"name","value","info"
"NOLOAN_WDRAW_ORIG_YR3_RT","PrivacySuppressed","Percent of students who never received a federal loan at the institution and withdrew from original institution within 3 years"
"NOLOAN_WDRAW_4YR_TRANS_YR3_RT","PrivacySuppressed","Percent of students who never received a federal loan at the institution and who transferred to a 4-year institution and withdrew within 3 years"
"NOLOAN_WDRAW_2YR_TRANS_YR3_RT","PrivacySuppressed","Percent of students who never received a federal loan at the institution and who transferred to a 2-year institution and withdrew within 3 years"
"NOLOAN_ENRL_ORIG_YR3_RT","PrivacySuppressed","Percent of students who never received a federal loan at the institution and who were still enrolled at original institution within 3 years"
"NOLOAN_ENRL_4YR_TRANS_YR3_RT","PrivacySuppressed","Percent of students who never received a federal loan at the institution and who transferred to a 4-year institution and were still enrolled within 3 years"
"NOLOAN_ENRL_2YR_TRANS_YR3_RT","PrivacySuppressed","Percent of students who never received a federal loan at the institution and who transferred to a 2-year institution and were still enrolled within 3 years"
"MALE_RPY_5YR_N","171","Number of students in the 5-year repayment rate of male students cohort"
"NOLOAN_UNKN_ORIG_YR3_RT","PrivacySuppressed","Percent of students who never received a federal loan at the institution and with status unknown within 3 years at original institution"
"NOLOAN_UNKN_4YR_TRANS_YR3_RT","PrivacySuppressed","Percent of students who never received a federal loan at the institution and who transferred to a 4-year institution and whose status is unknown within 3 years"
"NOLOAN_UNKN_2YR_TRANS_YR3_RT","PrivacySuppressed","Percent of students who never received a federal loan at the institution and who transferred to a 2-year institution and whose status is unknown within 3 years"
"FIRSTGEN_DEATH_YR3_RT","PrivacySuppressed","Percent of first-generation students who died within 3 years at original institution"
"FIRSTGEN_COMP_ORIG_YR3_RT","PrivacySuppressed","Percent of first-generation students who completed within 3 years at original institution"
"FIRSTGEN_COMP_4YR_TRANS_YR3_RT","PrivacySuppressed","Percent of first-generation students who transferred to a 4-year institution and completed within 3 years"
"FIRSTGEN_COMP_2YR_TRANS_YR3_RT","PrivacySuppressed","Percent of first-generation students who transferred to a 2-year institution and completed within 3 years"
"FIRSTGEN_WDRAW_ORIG_YR3_RT","PrivacySuppressed","Percent of first-generation students withdrawn from original institution within 3 years"
"FIRSTGEN_WDRAW_4YR_TRANS_YR3_RT","PrivacySuppressed","Percent of first-generation students who transferred to a 4-year institution and withdrew within 3 years"
"FIRSTGEN_WDRAW_2YR_TRANS_YR3_RT","PrivacySuppressed","Percent of first-generation students who transferred to a 2-year institution and withdrew within 3 years"
"FIRSTGEN_ENRL_ORIG_YR3_RT","PrivacySuppressed","Percent of first-generation students who were still enrolled at original institution within 3 years"
"FIRSTGEN_ENRL_4YR_TRANS_YR3_RT","PrivacySuppressed","Percent of first-generation students who transferred to a 4-year institution and were still enrolled within 3 years"
"FIRSTGEN_ENRL_2YR_TRANS_YR3_RT","PrivacySuppressed","Percent of first-generation students who transferred to a 2-year institution and were still enrolled within 3 years"
"FIRSTGEN_UNKN_ORIG_YR3_RT","PrivacySuppressed","Percent of first-generation students with status unknown within 3 years at original institution"
"FIRSTGEN_UNKN_4YR_TRANS_YR3_RT","PrivacySuppressed","Percent of first-generation students who transferred to a 4-year institution and whose status is unknown within 3 years"
"FIRSTGEN_UNKN_2YR_TRANS_YR3_RT","PrivacySuppressed","Percent of first-generation students who transferred to a 2-year institution and whose status is unknown within 3 years"
"NOT1STGEN_DEATH_YR3_RT","PrivacySuppressed","Percent of not-first-generation students who died within 3 years at original institution"
"NOT1STGEN_COMP_ORIG_YR3_RT","PrivacySuppressed","Percent of not-first-generation students who completed within 3 years at original institution"
"NOT1STGEN_COMP_4YR_TRANS_YR3_RT","PrivacySuppressed","Percent of not-first-generation students who transferred to a 4-year institution and completed within 3 years"
"NOT1STGEN_COMP_2YR_TRANS_YR3_RT","PrivacySuppressed","Percent of not-first-generation students who transferred to a 2-year institution and completed within 3 years"
"NOT1STGEN_WDRAW_ORIG_YR3_RT","PrivacySuppressed","Percent of not-first-generation students withdrawn from original institution within 3 years"
"NOT1STGEN_WDRAW_4YR_TRANS_YR3_RT","PrivacySuppressed","Percent of not-first-generation students who transferred to a 4-year institution and withdrew within 3 years"
"NOT1STGEN_WDRAW_2YR_TRANS_YR3_RT","PrivacySuppressed","Percent of not-first-generation students who transferred to a 2-year institution and withdrew within 3 years"
"NOT1STGEN_ENRL_ORIG_YR3_RT","PrivacySuppressed","Percent of not-first-generation students who were still enrolled at original institution within 3 years"
"NOT1STGEN_ENRL_4YR_TRANS_YR3_RT","PrivacySuppressed","Percent of not-first-generation students who transferred to a 4-year institution and were still enrolled within 3 years"
"NOT1STGEN_ENRL_2YR_TRANS_YR3_RT","PrivacySuppressed","Percent of not-first-generation students who transferred to a 2-year institution and were still enrolled within 3 years"
"NOT1STGEN_UNKN_ORIG_YR3_RT","PrivacySuppressed","Percent of not-first-generation students with status unknown within 3 years at original institution"
"NOT1STGEN_UNKN_4YR_TRANS_YR3_RT","PrivacySuppressed","Percent of not-first-generation students who transferred to a 4-year institution and whose status is unknown within 3 years"
"NOT1STGEN_UNKN_2YR_TRANS_YR3_RT","PrivacySuppressed","Percent of not-first-generation students who transferred to a 2-year institution and whose status is unknown within 3 years"
"DEATH_YR4_RT","PrivacySuppressed","Percent died within 4 years at original institution"
"COMP_ORIG_YR4_RT","0.878640777","Percent completed within 4 years at original institution"
"COMP_4YR_TRANS_YR4_RT","PrivacySuppressed","Percent who transferred to a 4-year institution and completed within 4 years"
"COMP_2YR_TRANS_YR4_RT","PrivacySuppressed","Percent who transferred to a 2-year institution and completed within 4 years"
"WDRAW_ORIG_YR4_RT","0.053398058","Percent withdrawn from original institution within 4 years"
"WDRAW_4YR_TRANS_YR4_RT","PrivacySuppressed","Percent who transferred to a 4-year institution and withdrew within 4 years"
"WDRAW_2YR_TRANS_YR4_RT","PrivacySuppressed","Percent who transferred to a 2-year institution and withdrew within 4 years"
"ENRL_ORIG_YR4_RT","PrivacySuppressed","Percent still enrolled at original institution within 4 years"
"ENRL_4YR_TRANS_YR4_RT","PrivacySuppressed","Percent who transferred to a 4-year institution and were still enrolled within 4 years"
"ENRL_2YR_TRANS_YR4_RT","PrivacySuppressed","Percent who transferred to a 2-year institution and were still enrolled within 4 years"
"UNKN_ORIG_YR4_RT","PrivacySuppressed","Percent with status unknown within 4 years at original institution"
"UNKN_4YR_TRANS_YR4_RT","PrivacySuppressed","Percent who transferred to a 4-year institution and whose status is unknown within 4 years"
"UNKN_2YR_TRANS_YR4_RT","PrivacySuppressed","Percent who transferred to a 2-year institution and whose status is unknown within 4 years"
"LO_INC_DEATH_YR4_RT","PrivacySuppressed","Percent of low-income (less than $30,000 in nominal family income) students who died within 4 years at original institution"
"LO_INC_COMP_ORIG_YR4_RT","PrivacySuppressed","Percent of low-income (less than $30,000 in nominal family income) students who completed within 4 years at original institution"
"LO_INC_COMP_4YR_TRANS_YR4_RT","PrivacySuppressed","Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and completed within 4 years"
"LO_INC_COMP_2YR_TRANS_YR4_RT","PrivacySuppressed","Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and completed within 4 years"
"LO_INC_WDRAW_ORIG_YR4_RT","PrivacySuppressed","Percent of low-income (less than $30,000 in nominal family income) students withdrawn from original institution within 4 years"
"LO_INC_WDRAW_4YR_TRANS_YR4_RT","PrivacySuppressed","Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 4 years"
"LO_INC_WDRAW_2YR_TRANS_YR4_RT","PrivacySuppressed","Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 4 years"
"FIRSTGEN_RPY_5YR_N","42","Number of students in the 5-year repayment rate of first-generation students cohort"
"LO_INC_ENRL_ORIG_YR4_RT","PrivacySuppressed","Percent of low-income (less than $30,000 in nominal family income) students who were still enrolled at original institution within 4 years"
"LO_INC_ENRL_4YR_TRANS_YR4_RT","PrivacySuppressed","Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 4 years"
"LO_INC_ENRL_2YR_TRANS_YR4_RT","PrivacySuppressed","Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 4 years"
"LO_INC_UNKN_ORIG_YR4_RT","PrivacySuppressed","Percent of low-income (less than $30,000 in nominal family income) students with status unknown within 4 years at original institution"
"LO_INC_UNKN_4YR_TRANS_YR4_RT","PrivacySuppressed","Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 4 years"
"LO_INC_UNKN_2YR_TRANS_YR4_RT","PrivacySuppressed","Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 4 years"
"MD_INC_DEATH_YR4_RT","PrivacySuppressed","Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who died within 4 years at original institution"
"MD_INC_COMP_ORIG_YR4_RT","PrivacySuppressed","Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who completed within 4 years at original institution"
"MD_INC_COMP_4YR_TRANS_YR4_RT","PrivacySuppressed","Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 4 years"
"MD_INC_COMP_2YR_TRANS_YR4_RT","PrivacySuppressed","Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 4 years"
"MD_INC_WDRAW_ORIG_YR4_RT","PrivacySuppressed","Percent of middle-income (between $30,000 and $75,000 in nominal family income) students withdrawn from original institution within 4 years"
"MD_INC_WDRAW_4YR_TRANS_YR4_RT","PrivacySuppressed","Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 4 years"
"MD_INC_WDRAW_2YR_TRANS_YR4_RT","PrivacySuppressed","Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 4 years"
